"scaffold","start","end","mid","sites","pi_S_HUE_T","pi_S_COT_S","dxy_S_HUE_T_S_COT_S","Fst_S_HUE_T_S_COT_S","S_S_HUE_T_egg","S_S_COT_S_egg","Pi_S_HUE_T_egg","Pi_S_COT_S_egg","thetaW_S_HUE_T_egg","thetaW_S_COT_S_egg","D_S_HUE_T_egg","D_S_COT_S_egg","lseff_S_HUE_T_egg","lseff_S_COT_S_egg","FstWC_S_HUE_T_S_COT_S_egg","Dxy_S_HUE_T_S_COT_S_egg","lseff_S_HUE_T_S_COT_S_egg","col"
"CM008230.1_RagTag",18300001,18350000,18324062,13466,0.0488,0.0614,0.0586,0.032,"897","1099","317.4254","370.7952","317.0767","388.4809","0.0055","-0.2285",6086,6078,"0.0244","0.0561",5352,"#0A0000"
"CM008230.1_RagTag",18350001,18400000,18373284,12927,0.0407,0.043,0.0444,0.0318,"958","1075","338.6706","344.9635","338.6394","379.9972","0.0005","-0.4626",8137,8132,"0.056","0.043",7622,"#070000"
"CM008230.1_RagTag",18400001,18450000,18425019,13340,0.0556,0.0802,0.0766,0.0632,"1985","3007","689.1476","981.1944","701.6692","1062.9317","-0.0896","-0.3862",12493,12646,"0.1116","0.0727",11590,"#120000"
"CM008230.1_RagTag",18450001,18500000,18474683,13378,0.0643,0.0693,0.0696,0.0216,"2294","2623","807.5548","870.0175","810.8963","927.1932","-0.0207","-0.3097",12972,12834,"0.0399","0.0664",11746,"#050000"
"CM008230.1_RagTag",18500001,18550000,18525393,14437,0.0558,0.0732,0.0714,0.0532,"2038","2802","727.3167","951.7532","720.404","990.4671","0.0482","-0.1963",13403,13526,"0.0942","0.0668",12297,"#0F0000"
"CM008230.1_RagTag",18550001,18600000,18574776,13817,0.0388,0.071,0.0658,0.0942,"1486","2691","512.6762","883.1952","525.2798","951.2302","-0.1204","-0.3592",13515,12827,"0.1685","0.0632",11733,"#1C0000"
"CM008230.1_RagTag",18600001,18650000,18624570,14854,0.0481,0.0681,0.0663,0.069,"1671","2357","634.2532","826.7603","590.6747","833.1659","0.3704","-0.0386",13508,12303,"0.1203","0.0659",10562,"#140000"
"CM008230.1_RagTag",18650001,18700000,18674090,14403,0.0424,0.0707,0.068,0.0965,"1357","2347","521.3944","825.2167","479.6802","829.6311","0.4365","-0.0267",12624,12468,"0.1562","0.0686",9889,"#1E0000"
"CM008230.1_RagTag",18700001,18750000,18724386,14137,0.0471,0.0681,0.0718,0.115,"1700","2581","582.5881","861.4167","600.9258","912.3468","-0.1532","-0.2803",12588,12903,"0.1907","0.0686",11167,"#240000"
"CM008230.1_RagTag",18750001,18800000,18775587,13831,0.0379,0.069,0.077,0.1884,"1204","2614","461.7579","867.6619","425.5969","924.0118","0.4264","-0.3063",12317,13024,"0.3047","0.0747",10707,"#3B0000"
"CM008230.1_RagTag",18800001,18850000,18822797,12262,0.0253,0.0513,0.0632,0.2551,"748","1635","283.3437","589.427","264.4074","577.9492","0.3592","0.0997",11409,11798,"0.3951","0.0592",10898,"#4F0000"
"CM008230.1_RagTag",18850001,18900000,18874873,10070,0.0149,0.0329,0.041,0.2736,"406","926","147.7556","325.019","143.5152","327.3278","0.1479","-0.0354",9994,9996,"0.4028","0.0392",9826,"#570000"
"CM008230.1_RagTag",18900001,18950000,18924469,9326,0.005,0.0188,0.0435,0.5835,"134","501","46.9619","171.4222","47.3671","177.0964","-0.0425","-0.1605",9229,9240,"0.7293","0.042",9120,"#B90000"
"CM008230.1_RagTag",18950001,19000000,18976876,10710,0.0269,0.029,0.0452,0.2449,"347","444","119.5317","134.6579","122.6596","156.9477","-0.1276","-0.7113",4464,4705,"0.5315","0.0398",3586,"#4D0000"
"CM008230.1_RagTag",19000001,19050000,19024020,11828,0.0209,0.0373,0.0527,0.299,"582","1066","203.4349","372.5302","205.7287","376.8158","-0.0559","-0.0571",9884,10082,"0.4562","0.0509",9524,"#5F0000"
"CM008230.1_RagTag",19050001,19100000,19074454,10458,0.0237,0.0363,0.047,0.2291,"658","1037","244.0952","364.1349","232.5936","366.5647","0.2479","-0.0333",10401,10374,"0.3592","0.0454",10229,"#480000"
"CM008230.1_RagTag",19100001,19150000,19126247,11259,0.0155,0.0365,0.054,0.3619,"482","1084","165.8317","369.7246","170.3801","383.1786","-0.1337","-0.1762",10601,10466,"0.5263","0.0518",10182,"#730000"
"CM008230.1_RagTag",19150001,19200000,19181880,6071,0.0204,0.0225,0.0263,0.1062,"205","187","62.1254","66.8278","72.4646","66.1018","-0.712","0.0548",3062,2891,"0.1942","0.0278",2361,"#210000"
"CM008230.1_RagTag",19200001,19250000,19225903,10593,0.0285,0.0388,0.0433,0.1314,"787","1190","292.3738","392.6587","278.1933","420.6481","0.2557","-0.3339",10431,10402,"0.2225","0.0413",10239,"#290000"
"CM008230.1_RagTag",19250001,19300000,19274551,14703,0.035,0.064,0.0703,0.181,"1123","2310","424.6754","784.5794","396.9645","816.5521","0.3503","-0.1966",12211,12686,"0.27","0.0697",10665,"#380000"
"CM008230.1_RagTag",19300001,19350000,19325465,14551,0.0183,0.048,0.062,0.3138,"750","1845","231.6929","618.1508","265.1143","652.1812","-0.6322","-0.262",12897,13199,"0.4655","0.0595",11947,"#640000"
"CM008230.1_RagTag",19350001,19400000,19375637,15395,0.0162,0.0603,0.0774,0.3507,"641","2505","224.3151","835.6492","226.5844","885.4818","-0.0502","-0.2826",14094,14343,"0.5091","0.0738",12604,"#6E0000"
"CM008230.1_RagTag",19400001,19450000,19424450,15020,0.015,0.0609,0.0805,0.3709,"605","2460","190.827","822.9754","213.8589","869.575","-0.5399","-0.2691",12751,13941,"0.5111","0.0755",11610,"#760000"
"CM008230.1_RagTag",19450001,19500000,19473667,12916,0.0094,0.0569,0.073,0.3877,"346","1942","113.354","674.0056","122.3061","686.4694","-0.3663","-0.0912",12353,12245,"0.5517","0.0713",11408,"#7B0000"
"CM008230.1_RagTag",19500001,19550000,19524542,9787,0.0529,0.0552,0.0665,0.1081,"1303","1292","449.4683","429.4762","460.5919","456.7036","-0.1212","-0.2992",8781,8153,"0.2326","0.0544",7241,"#210000"
"CM008230.1_RagTag",19550001,19600000,19575164,13349,0.0331,0.0581,0.062,0.1595,"1153","2153","403.7127","709.0444","407.5691","761.0548","-0.0475","-0.3432",12342,12608,"0.2641","0.0593",11948,"#300000"
"CM008230.1_RagTag",19600001,19650000,19625619,13816,0.0487,0.0586,0.0625,0.0799,"1691","2343","620.6294","749.027","597.7444","828.2171","0.1922","-0.4802",13002,13273,"0.1408","0.0597",12178,"#170000"
"CM008230.1_RagTag",19650001,19700000,19675882,13423,0.0356,0.0636,0.0662,0.1502,"1269","2302","435.7754","790.3238","448.5734","813.7242","-0.1432","-0.1444",12355,12826,"0.2462","0.0629",11318,"#2E0000"
"CM008230.1_RagTag",19700001,19750000,19725341,14140,0.0349,0.0677,0.0808,0.2322,"1451","2278","414.204","819.519","512.9078","805.2406","-0.966","0.089",12062,12439,"0.3625","0.0766",10596,"#4A0000"
"CM008230.1_RagTag",19750001,19800000,19774530,13519,0.031,0.0676,0.0713,0.19,"1156","2532","387.9714","800.3762","408.6295","895.026","-0.2537","-0.5311",12573,12276,"0.2919","0.0677",11194,"#3B0000"
"CM008230.1_RagTag",19800001,19850000,19825110,15072,0.0425,0.0624,0.0706,0.1537,"1526","2359","541.9405","774.0087","539.4193","833.8729","0.0235","-0.3605",12961,12897,"0.2626","0.0686",10461,"#300000"
"CM008230.1_RagTag",19850001,19900000,19874729,14851,0.0253,0.061,0.0726,0.2645,"965","2447","347.3754","823.4579","341.1138","864.9797","0.0921","-0.2411",14102,13936,"0.3973","0.0689",12726,"#550000"
"CM008230.1_RagTag",19900001,19950000,19923081,10864,0.0061,0.0314,0.0563,0.5136,"176","869","55.6746","305.596","62.2135","307.1791","-0.5239","-0.0259",9221,9849,"0.6672","0.0572",8874,"#A40000"
"CM008230.1_RagTag",19950001,20000000,19975561,14109,0.0111,0.0676,0.0877,0.3931,"367","2434","136.9667","870.45","129.7293","860.3843","0.2792","0.0588",12761,13278,"0.5416","0.0834",11684,"#7E0000"
"CM008230.1_RagTag",20000001,20050000,20026202,11442,0.0405,0.0439,0.0678,0.2422,"1143","1354","366.7675","406.8222","404.0342","478.6197","-0.4629","-0.753",9889,9879,"0.4013","0.0596",9159,"#4D0000"
"CM008230.1_RagTag",20050001,20100000,20075031,13771,0.0412,0.0661,0.075,0.1733,"1137","1689","351.1825","552.9397","401.9133","597.0375","-0.6334","-0.3708",9071,8659,"0.3345","0.0705",7224,"#360000"
"CM008230.1_RagTag",20100001,20150000,20124803,12838,0.0335,0.0662,0.0888,0.2915,"1372","2440","423.9444","789.5437","484.9825","862.5053","-0.6317","-0.4248",12745,12233,"0.4405","0.0854",11811,"#5C0000"
"CM008230.1_RagTag",20150001,20200000,20175931,15706,0.0235,0.0698,0.0947,0.3515,"960","3006","342.154","1003.4135","339.3463","1062.5782","0.0415","-0.2796",14771,14857,"0.512","0.0914",13033,"#6E0000"
"CM008230.1_RagTag",20200001,20250000,20223080,13410,0.0168,0.0683,0.077,0.2989,"560","2441","197.2214","790.7317","197.952","862.8587","-0.0185","-0.4198",11902,12066,"0.4419","0.073",10958,"#5F0000"
"CM008230.1_RagTag",20250001,20300000,20274806,13942,0.0124,0.0717,0.0849,0.3491,"467","2486","163.5675","826.219","165.0779","878.7656","-0.0458","-0.3003",13260,11828,"0.5057","0.0825",10700,"#6E0000"
"CM008230.1_RagTag",20300001,20350000,20324719,13083,0.0188,0.074,0.0847,0.3031,"763","2646","241.5063","861.4865","269.7096","935.3233","-0.5245","-0.3965",12847,12142,"0.4494","0.0808",11397,"#5F0000"
"CM008230.1_RagTag",20350001,20400000,20374840,13858,0.0201,0.0629,0.0707,0.2702,"740","2234","253.4492","806.769","261.5795","789.6872","-0.1559","0.1086",12387,13189,"0.4174","0.0678",11768,"#550000"
"CM008230.1_RagTag",20400001,20450000,20423754,13305,0.0081,0.0607,0.0575,0.2612,"344","2016","95.3532","749.3857","121.5991","712.6273","-1.0801","0.259",12280,12698,"0.407","0.0561",11616,"#520000"
"CM008230.1_RagTag",20450001,20500000,20473825,11193,0.0127,0.0521,0.0499,0.2214,"321","1533","133.6968","550.0381","113.4689","541.8937","0.8918","0.0754",10718,10846,"0.351","0.0485",10191,"#450000"
"CM008230.1_RagTag",20500001,20550000,20524992,11181,0.031,0.0428,0.061,0.2554,"833","1109","285.4698","354.6254","294.4536","392.0157","-0.153","-0.4786",9588,8412,"0.4247","0.0573",7793,"#4F0000"
"CM008230.1_RagTag",20550001,20600000,20577730,12044,0.0035,0.0526,0.0843,0.5135,"155","1578","42.3278","598.4865","54.7903","557.8005","-1.1326","0.3662",11963,11558,"0.6667","0.0816",11241,"#A40000"
"CM008230.1_RagTag",20600001,20650000,20624539,14085,0.0102,0.06,0.0907,0.4554,"385","2148","130.9722","753.3659","136.092","759.2874","-0.1883","-0.0392",13524,12870,"0.6096","0.0868",12261,"#900000"
"CM008230.1_RagTag",20650001,20700000,20673656,14365,0.0072,0.0471,0.0804,0.5078,"305","1358","88.281","469.054","107.8132","480.0337","-0.9061","-0.1148",12192,10163,"0.6656","0.081",9428,"#A20000"
"CM008230.1_RagTag",20700001,20750000,20725069,13163,0.0075,0.0637,0.0903,0.4469,"331","2263","97.8706","758.6262","117.0038","799.9383","-0.8182","-0.2593",13038,12383,"0.603","0.0873",11760,"#8D0000"
"CM008230.1_RagTag",20750001,20800000,20775019,12947,0.0251,0.0541,0.0735,0.311,"855","1871","313.6159","644.481","302.2303","661.3719","0.189","-0.1282",12550,12195,"0.4614","0.0701",11595,"#610000"
"CM008230.1_RagTag",20800001,20850000,20824334,12833,0.0204,0.0567,0.0891,0.4084,"776","1968","251.9381","669.3421","274.305","695.66","-0.409","-0.19",12558,12205,"0.5677","0.0857",11309,"#830000"
"CM008230.1_RagTag",20850001,20900000,20875034,12785,0.0144,0.0475,0.0823,0.4662,"467","1722","162.2802","574.9508","165.0779","608.7025","-0.0849","-0.2784",11410,12430,"0.634","0.079",10846,"#950000"
"CM008230.1_RagTag",20900001,20950000,20926067,10432,0.0058,0.0457,0.0636,0.4364,"194","1396","59.3389","442.8048","68.5762","493.4661","-0.6719","-0.5153",10337,10004,"0.6022","0.061",9658,"#8B0000"
"CM008230.1_RagTag",20950001,21000000,20976812,13272,0.0165,0.0496,0.0751,0.4011,"571","1664","209.5984","572.3563","201.8404","588.2003","0.1927","-0.1352",12766,11717,"0.5583","0.0724",11050,"#800000"
"CM008230.1_RagTag",21000001,21050000,21025983,13537,0.0388,0.0656,0.0935,0.2937,"1098","2144","355.796","690.2603","388.1274","757.8735","-0.418","-0.448",9632,10933,"0.4934","0.0877",8488,"#5C0000"
"CM008230.1_RagTag",21050001,21100000,21072272,15094,0.0159,0.054,0.0791,0.3993,"570","1678","172.1667","547.6111","201.4869","593.1491","-0.7294","-0.3854",11418,10159,"0.567","0.0826",8071,"#7E0000"
"CM008230.1_RagTag",21100001,21150000,21124464,13310,0.0294,0.0693,0.0958,0.3313,"985","2137","371.8651","758.4476","348.1835","755.3991","0.3413","0.0203",12623,11211,"0.487","0.0947",10235,"#690000"
"CM008230.1_RagTag",21150001,21200000,21174957,14067,0.0199,0.0598,0.0773,0.3314,"683","2052","250.5532","707.6786","241.4308","725.3528","0.1895","-0.1224",12460,12129,"0.4931","0.0772",11045,"#690000"
"CM008230.1_RagTag",21200001,21250000,21225926,12367,0.0222,0.0532,0.0735,0.3328,"686","1836","271.0151","621.0968","242.4912","648.9999","0.5898","-0.2159",12138,11896,"0.493","0.0709",11137,"#690000"
"CM008230.1_RagTag",21250001,21300000,21274378,10824,0.0116,0.045,0.0701,0.437,"370","1348","125.1056","467.9198","130.7897","476.4988","-0.2175","-0.0904",10814,10647,"0.5961","0.0674",10514,"#8B0000"
"CM008230.1_RagTag",21300001,21350000,21326038,11093,0.0094,0.0441,0.0789,0.5065,"304","1288","102.0714","463.2325","107.4597","455.2897","-0.2508","0.0876",10848,10709,"0.6597","0.0747",10130,"#A20000"
"CM008230.1_RagTag",21350001,21400000,21374438,12763,0.0071,0.0499,0.0874,0.5209,"251","1437","73.4056","503.7944","88.7249","507.959","-0.8627","-0.0412",10491,10271,"0.6814","0.0847",9496,"#A70000"
"CM008230.1_RagTag",21400001,21450000,21424246,10886,0.0117,0.0393,0.0754,0.507,"324","1255","124.1111","413.9071","114.5294","443.6246","0.4185","-0.3362",10511,10711,"0.662","0.0732",9912,"#A20000"
"CM008230.1_RagTag",21450001,21500000,21476300,12199,0.0152,0.0538,0.0914,0.4648,"475","1624","159.8992","580.8032","167.9057","574.0609","-0.2389","0.059",10887,11112,"0.6245","0.088",10083,"#950000"
"CM008230.1_RagTag",21500001,21550000,21527067,12468,0.0229,0.0468,0.0838,0.4252,"772","1381","233.0698","481.0492","272.891","488.1638","-0.7319","-0.0732",10237,10371,"0.5955","0.0829",9593,"#880000"
"CM008230.1_RagTag",21550001,21600000,21573701,11145,0.0383,0.0505,0.0757,0.2702,"696","896","222.1698","306.331","246.0261","316.7232","-0.4862","-0.1646",5833,6182,"0.4222","0.0764",5186,"#550000"
"CM008230.1_RagTag",21600001,21650000,21626616,12362,0.026,0.0393,0.0711,0.3832,"876","1257","258.346","402.0659","309.6535","444.3316","-0.8312","-0.4774",9773,10431,"0.5512","0.0709",9017,"#790000"
"CM008230.1_RagTag",21650001,21700000,21672832,10976,0.0276,0.0428,0.0667,0.3205,"606","1243","271.4833","423.5159","214.2124","439.3828","1.3403","-0.1812",9966,10091,"0.4766","0.0653",9357,"#670000"
"CM008230.1_RagTag",21700001,21750000,21726874,14393,0.0113,0.0586,0.0948,0.474,"463","2353","149.9452","788.0786","163.6639","831.752","-0.4199","-0.2637",13210,13723,"0.6333","0.0908",12162,"#970000"
"CM008230.1_RagTag",21750001,21800000,21772755,10893,0.0045,0.0306,0.0604,0.5626,"148","951","42.7167","319.6254","52.3159","336.165","-0.9132","-0.2469",10211,10655,"0.7098","0.0586",10036,"#B40000"
"CM008230.1_RagTag",21800001,21850000,21825646,13380,0.0091,0.0563,0.0859,0.461,"300","2070","110.9683","714.6897","106.0457","731.7155","0.2321","-0.1168",12367,13049,"0.616","0.0829",11682,"#920000"
"CM008230.1_RagTag",21850001,21900000,21874841,13014,0.0074,0.0484,0.0823,0.5067,"292","1642","88.8135","564.7127","103.2178","580.4236","-0.6978","-0.1359",12137,11991,"0.6712","0.0807",11087,"#A20000"
"CM008230.1_RagTag",21900001,21950000,21925712,13576,0.0143,0.0574,0.0904,0.4448,"544","2072","168.9508","742.2841","192.2963","732.4225","-0.6084","0.0676",11986,13164,"0.595","0.0869",11374,"#8D0000"
"CM008230.1_RagTag",21950001,22000000,21974384,11948,0.0105,0.0391,0.0669,0.4718,"349","1078","108.6119","381.2587","123.3665","381.0577","-0.5985","0.0026",10459,10003,"0.6414","0.0654",9163,"#950000"
"CM008230.1_RagTag",22000001,22050000,22026106,15086,0.0327,0.0455,0.0504,0.1325,"1004","1291","332.4921","456.7286","354.8997","456.3501","-0.3168","0.0042",10210,10091,"0.219","0.0513",7970,"#290000"
"CM008230.1_RagTag",22050001,22100000,22076702,13714,0.0325,0.0513,0.0739,0.2867,"1351","1998","406.8087","665.6286","477.5593","706.2646","-0.7436","-0.2889",12613,13485,"0.4266","0.0713",12144,"#5A0000"
"CM008230.1_RagTag",22100001,22150000,22124670,16329,0.0272,0.0525,0.0852,0.3743,"1482","2396","383.9452","786.8262","523.8659","846.9519","-1.3408","-0.3565",14287,15562,"0.5272","0.0814",13317,"#760000"
"CM008230.1_RagTag",22150001,22200000,22175139,15680,0.0387,0.0547,0.095,0.3523,"1707","2198","530.0437","801.0349","603.4002","776.9617","-0.6104","0.1556",13866,15113,"0.5082","0.0923",13049,"#710000"
"CM008230.1_RagTag",22200001,22250000,22224785,16129,0.0304,0.0559,0.101,0.4137,"1065","2277","404.0754","821.5635","376.4623","804.8871","0.3681","0.104",13507,15207,"0.5746","0.0991",12380,"#830000"
"CM008230.1_RagTag",22250001,22300000,22275480,15366,0.0166,0.055,0.0967,0.4726,"573","2243","204.9651","769.8333","202.5473","792.8686","0.0598","-0.1459",12590,14504,"0.6352","0.0935",11403,"#970000"
"CM008230.1_RagTag",22300001,22350000,22324820,13869,0.0183,0.0518,0.0981,0.4865,"600","1799","211.2278","636.2683","212.0915","635.9209","-0.0204","0.0027",11518,12694,"0.6337","0.0934",10427,"#9A0000"
"CM008230.1_RagTag",22350001,22400000,22374458,13389,0.013,0.0461,0.0951,0.5388,"437","1691","156.0698","583.7786","154.4733","597.7444","0.0518","-0.1173",12277,13016,"0.6988","0.0924",11576,"#AC0000"
"CM008230.1_RagTag",22400001,22450000,22424575,14015,0.014,0.0454,0.0923,0.5253,"512","1731","178.6278","596.0008","180.9847","611.8839","-0.0653","-0.1303",12818,13444,"0.6752","0.0901",12026,"#A70000"
"CM008230.1_RagTag",22450001,22500000,22474565,13160,0.0137,0.046,0.0818,0.4781,"438","1620","167.6841","574.5357","154.8268","572.6469","0.4159","0.0166",12323,12957,"0.6359","0.0786",11845,"#970000"
"CM008230.1_RagTag",22500001,22550000,22525317,16489,0.0107,0.0498,0.094,0.5254,"471","2282","158.7833","772.9865","166.4918","806.6545","-0.2319","-0.2096",14918,16104,"0.6663","0.09",14004,"#A70000"
"CM008230.1_RagTag",22550001,22600000,22572302,10360,0.0538,0.0673,0.095,0.2305,"810","1309","255.8706","406.2952","286.3235","462.7129","-0.5335","-0.612",5250,6344,"0.4318","0.0885",3436,"#480000"
"CM008230.1_RagTag",22600001,22650000,22623750,17200,0.0075,0.0501,0.096,0.5515,"335","2448","109.6817","797.4063","118.4177","865.3331","-0.3691","-0.3942",14913,16352,"0.6983","0.0939",13764,"#AF0000"
"CM008230.1_RagTag",22650001,22700000,22672989,16273,0.0072,0.0502,0.0833,0.5008,"276","1966","94.0889","686.1","97.5621","694.953","-0.178","-0.064",13659,13800,"0.6629","0.0812",11931,"#9F0000"
"CM008230.1_RagTag",22700001,22750000,22725305,15687,0.0088,0.0447,0.0974,0.5816,"314","1917","117.8381","657.0159","110.9945","677.6322","0.3084","-0.1528",13515,15067,"0.7184","0.095",12641,"#B90000"
"CM008230.1_RagTag",22750001,22800000,22775254,17061,0.0089,0.0483,0.0925,0.5402,"333","2168","118.6302","751.9817","117.7108","766.3571","0.0391","-0.0942",14022,16040,"0.683","0.0892",13227,"#AC0000"
"CM008230.1_RagTag",22800001,22850000,22825783,14979,0.0217,0.055,0.0989,0.4542,"769","2091","303.4373","681.9008","271.8306","739.1387","0.5832","-0.3888",14059,12692,"0.6095","0.0964",11803,"#900000"
"CM008230.1_RagTag",22850001,22900000,22877013,17057,0.0155,0.055,0.0976,0.4823,"589","2284","203.9024","788.3508","208.2031","807.3615","-0.1035","-0.1182",13355,14737,"0.6325","0.0945",11993,"#9A0000"
"CM008230.1_RagTag",22900001,22950000,22925283,16958,0.0191,0.0544,0.0996,0.4734,"719","2335","241.3929","775.8643","254.1563","825.3893","-0.2518","-0.3013",12525,14588,"0.6406","0.0971",10797,"#970000"
"CM008230.1_RagTag",22950001,23000000,22973997,16328,0.0191,0.0625,0.0887,0.3819,"781","2702","262.7119","883.2373","276.0724","955.1185","-0.2427","-0.378",13867,14750,"0.538","0.0855",11975,"#790000"
"CM008230.1_RagTag",23000001,23050000,23026542,12725,0.0144,0.0593,0.0928,0.444,"442","1737","161.2333","595.6556","156.2407","614.0048","0.16","-0.15",11442,10272,"0.6202","0.0924",9020,"#8D0000"
"CM008230.1_RagTag",23050001,23100000,23077153,12753,0.0072,0.0437,0.0782,0.522,"270","1498","88.0111","518.446","95.4412","529.5217","-0.3891","-0.105",12182,12092,"0.6615","0.0738",11192,"#A70000"
"CM008230.1_RagTag",23100001,23150000,23125000,16078,0.016,0.0472,0.0936,0.5079,"716","1952","219.7881","647.7008","253.0958","690.0042","-0.66","-0.3078",13834,14142,"0.672","0.0938",11533,"#A20000"
"CM008230.1_RagTag",23150001,23200000,23174643,14333,0.0093,0.0569,0.0949,0.4958,"357","2148","121.8944","724.7929","126.1944","759.2874","-0.1705","-0.2281",13335,13027,"0.6481","0.091",11404,"#9D0000"
"CM008230.1_RagTag",23200001,23250000,23225256,14577,0.0119,0.0644,0.0955,0.442,"555","2052","164.3302","732.1817","196.1846","725.3528","-0.8138","0.0473",13819,11867,"0.6216","0.0901",10959,"#8D0000"
"CM008230.1_RagTag",23250001,23300000,23275406,15219,0.0136,0.0679,0.0905,0.3914,"620","2310","200.3056","766.0921","219.1612","816.5521","-0.4313","-0.3103",14633,11685,"0.5846","0.0867",10423,"#7B0000"
"CM008230.1_RagTag",23300001,23350000,23326736,15064,0.0175,0.0648,0.0969,0.4158,"546","2396","217.95","830.2254","193.0032","846.9519","0.6478","-0.0992",12687,13239,"0.5786","0.0919",11474,"#830000"
