# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "12" "-p" "--countReadPairs" "-B" "-C" "-t" "exon" "-g" "gene_id" "-a" "/scratch/leuven/357/vsc35707/annotation/func-annotation/results/08_minimal_annotation/braker.minimal.annotated.gtf" "-o" "/scratch/leuven/357/vsc35707/rna-seq/counts/gene_counts.txt" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_01.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_02.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_03.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_04.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_05.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_06.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_01.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_02.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_03.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_04.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_05.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_06.filtered.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_01.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_02.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_03.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_04.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_05.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_06.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_01.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_02.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_03.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_04.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_05.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_06.filtered.sorted.bam
g2064	CHR11;CHR11	24153464;24153742	24153653;24158156	+;+	4605	0	3	3	2	0	0	0	0	0	0	2	0
g2065	CHR11	24154080	24158156	+	4077	0	0	0	0	0	0	0	0	0	0	0	0
g2066	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	24160144;24160144;24161178;24161178;24162941;24162941;24165069;24169626	24160198;24160198;24161419;24161419;24165337;24164993;24165309;24169656	+;+;+;+;+;+;+;+	2725	29776	47764	65941	62891	47541	74856	63190	40842	50627	64098	87331	80530
g2067	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	24169735;24169866;24170164;24173875;24174193;24174888;24175128;24175366	24169776;24170105;24170334;24174133;24174825;24175069;24175306;24175552	+;+;+;+;+;+;+;+	1893	1293	1253	1273	1595	1634	1447	1394	1890	2098	1989	2275	1929
g2068	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	24176829;24176829;24177086;24177086;24177198;24177198;24177445;24177445;24178984;24178984;24179221;24179221;24179523;24179523;24180544;24183213;24183213;24183429;24183429;24183829;24183829;24184013;24184013	24177026;24177026;24177144;24177144;24177381;24177381;24177617;24177617;24179161;24179161;24179460;24179460;24183157;24180477;24183157;24183366;24183366;24183774;24183774;24183957;24183957;24184368;24184368	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5652	921	1573	1541	1100	1121	1477	1303	1978	1285	1340	1883	1643
g2069	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	24185342;24185342;24185457;24190043;24190043;24190374;24190708;24190708	24185396;24186049;24186049;24190181;24190646;24190646;24191609;24191609	+;+;+;+;+;+;+;+	2214	1451	2534	3880	2096	2210	2523	4230	3598	4143	2724	4133	3781
g2070	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	24206894;24209387;24209695;24210047;24210507;24211370;24211903;24212165;24212525;24213171;24214314;24214618;24215066;24219110;24219336	24206976;24209631;24209988;24210447;24211311;24211843;24212103;24212391;24212692;24213476;24214561;24214918;24215242;24219277;24219908	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4671	5482	5531	7608	5640	7102	5282	3888	6526	3498	8558	3897	2343
g2071	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	24256008;24256008;24256008;24256222;24256222;24256222;24256488;24256488;24256488;24256729;24256729;24256729;24256975;24256975;24256975;24257340;24257340;24257340;24258749;24258749;24258749;24259043;24259043;24259043;24259232;24259232;24259232;24261683;24261683;24261683;24261933;24261933;24261933;24265428;24265428;24265428;24274167;24274167;24274167;24276586;24276586;24276586;24276805;24276805;24276805;24286002;24286017	24256136;24256136;24256136;24256427;24256427;24256427;24256645;24256645;24256645;24256914;24256914;24256914;24257282;24257282;24257282;24257514;24257514;24257514;24258978;24258978;24258978;24259172;24259172;24259172;24259335;24259335;24259335;24261876;24261876;24261876;24262147;24262147;24262147;24265480;24265480;24265480;24274241;24274241;24274241;24276741;24276741;24276741;24276810;24276957;24276957;24286109;24286109	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2580	54	540	553	114	119	233	566	748	818	526	825	634
g2072	CHR11;CHR11;CHR11;CHR11	24486400;24486554;24487911;24492335	24486436;24487086;24488085;24492564	+;+;+;+	975	4647	4264	4255	4228	2369	2595	1657	2614	2393	3458	2245	5782
g2073	CHR11;CHR11	24506531;24506912	24506854;24506968	-;-	381	19	3	13	1	12	8	6	3	0	1	8	5
g2074	CHR11;CHR11	24515794;24516448	24515805;24517197	+;+	762	13	22	9	37	3	8	4	9	8	3	47	6
g2075	CHR11;CHR11	24520619;24520689	24520630;24521441	+;+	765	0	0	0	0	0	0	2	1	2	0	0	1
g2076	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	24521759;24521941;24522231;24522567;24522775;24522971;24523293;24523592	24521884;24522176;24522508;24522712;24522910;24523103;24523530;24523765	+;+;+;+;+;+;+;+	1467	59	37	19	35	25	31	63	72	106	96	104	106
g2077	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	24532309;24532309;24532518;24532518;24532739;24532739;24534846;24534846;24538222	24532457;24532457;24532667;24532667;24532872;24532872;24534943;24535095;24538276	-;-;-;-;-;-;-;-;-	738	4104	2457	2141	1489	1475	1753	119	65	73	34	104	191
g2078	CHR11;CHR11;CHR11	24549679;24549791;24549941	24549727;24549876;24550573	+;+;+	768	57341	83604	19446	36337	39489	32114	5218	6426	2459	28266	1634	1650
g2079	CHR11;CHR11;CHR11	24552979;24553091;24553240	24553027;24553176;24553872	+;+;+	768	14578	39498	19558	23962	22129	9802	4020	12990	6781	16529	5717	3137
g2080	CHR11;CHR11;CHR11	24557157;24557269;24557417	24557205;24557354;24558049	+;+;+	768	5448	7407	2599	3787	2864	1729	637	1795	924	2183	912	684
g2081	CHR11;CHR11;CHR11	24563784;24565951;24565965	24564037;24566619;24566619	-;-;-	923	28174	24562	31574	32539	22236	31959	37799	44076	38239	50937	46464	54059
g2082	CHR11;CHR11;CHR11;CHR11;CHR11	24570597;24572123;24573379;24574616;24574786	24571029;24573318;24573571;24574724;24574852	+;+;+;+;+	1998	3990	3400	3308	1509	2541	1698	1736	2052	2415	1491	3620	3149
g2083	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	24766752;24766752;24766870;24768861;24768901;24769365;24769436;24769436;24770530;24770530;24770697;24770697;24770947;24770947;24771256;24771256;24772036;24772315	24766802;24766874;24766982;24769041;24769110;24769382;24769682;24769682;24770638;24770638;24770884;24770884;24771195;24771195;24772409;24771966;24772252;24772324	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2446	27429	21591	26484	31712	24562	34963	31243	31851	34697	42996	44266	50181
g2084	CHR11;CHR11;CHR11;CHR11;CHR11	24773103;24773103;24773227;24774975;24774975	24773172;24773540;24773540;24775334;24775334	-;-;-;-;-	798	7357	3782	6384	6663	6200	7827	5301	5924	7711	7064	9449	11319
g2085	CHR11;CHR11;CHR11;CHR11	24776276;24776480;24776688;24776982	24776423;24776626;24776929;24777071	-;-;-;-	627	95	40	26	27	31	21	17	15	27	32	33	11
g2086	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	24779474;24779474;24780048;24780048;24780254;24780254;24780552;24780552;24780847	24779606;24779606;24780194;24780194;24780495;24780495;24780641;24780592;24780886	-;-;-;-;-;-;-;-;-	652	263	208	250	142	156	206	174	292	210	183	237	180
g2087	CHR11;CHR11;CHR11;CHR11	24782038;24782236;24782438;24782739	24782179;24782385;24782679;24782828	-;-;-;-	624	441	362	334	291	315	259	205	278	255	238	264	219
g2088	CHR11;CHR11	24784951;24784951	24787407;24787305	-;-	2457	2324	5177	6688	4855	4719	7423	5876	5556	8033	7019	9076	7992
g2089	CHR11;CHR11;CHR11	24806732;24807878;24808303	24807167;24808107;24808458	-;-;-	822	2	9	10	3	6	6	27	11	29	8	39	16
g2090	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	24844911;24845975;24846254;24846497;24847001;24847211;24847498;24848310;24848765;24849720;24850079;24850389;24851830;24852100;24852301;24852596;24852960;24854146;24854427;24854616;24854849;24855077;24855308;24855609;24855879;24856102;24856392;24857418;24857752;24858314;24858527;24858989;24859342;24859617;24859911;24861871;24862054;24862303;24863412;24863773	24845116;24846201;24846445;24846630;24847154;24847439;24848248;24848535;24848994;24850019;24850334;24850561;24852042;24852247;24852446;24852895;24853157;24854367;24854558;24854795;24855020;24855237;24855556;24855754;24856044;24856332;24856670;24857696;24858252;24858467;24858939;24859283;24859548;24859841;24860152;24861999;24862242;24862600;24863716;24864213	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9699	44	201	363	157	123	448	307	219	323	319	421	582
g2091	CHR11;CHR11;CHR11;CHR11	24864357;24864809;24865020;24865328	24864359;24864961;24865271;24865843	+;+;+;+	924	1274	1318	1217	1127	1309	1216	936	1252	1093	1253	1254	1113
g2092	CHR11;CHR11;CHR11	24866032;24866216;24866478	24866148;24866425;24866615	-;-;-	465	2429	1098	1350	1911	1447	1860	1413	965	891	1289	2331	1484
g2093	CHR11	24870459	24872696	-	2238	438	1369	1263	949	801	1259	1834	2962	2724	1974	3183	2636
g2094	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	24874985;24876114;24878414;24878691;24879086;24881448;24881846;24882767	24875052;24876345;24878622;24879030;24879237;24881617;24882016;24882984	-;-;-;-;-;-;-;-	1560	27	476	374	163	135	197	562	873	667	583	804	773
g2095	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	24911595;24911595;24911595;24912256;24912256;24912256;24913358;24913358;24913388;24913627;24913627;24913627;24913944;24913944;24913944;24914262;24914262	24911750;24911750;24911750;24912911;24912911;24912911;24913553;24913553;24913553;24913831;24913831;24913831;24914200;24914200;24914200;24914282;24914282	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1491	2619	2282	2476	2593	2201	2258	2245	2950	2848	2503	3141	2781
g2096	CHR11;CHR11;CHR11;CHR11;CHR11	24916145;24917878;24918071;24918957;24920550	24916300;24918003;24918244;24919145;24920627	-;-;-;-;-	723	948	826	825	1068	895	908	1426	1189	1344	846	1605	1311
g2097	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	24960544;24960544;24960544;24960684;24960684;24960684;24960991;24960991;24961006;24961679;24961679;24961679;24961890;24961890;24961890;24962242;24962242;24962242;24962775;24963789;24963789;24963789;24963970;24963970;24964165;24964165;24964165;24964388;24964388;24964388;24964621;24964621;24964621;24964826;24964826;24964826;24965112;24965112;24965112	24960602;24960602;24960602;24960889;24960889;24960889;24961192;24961192;24961192;24961827;24961827;24961827;24962187;24962187;24962187;24962720;24963726;24963726;24963726;24964029;24963912;24963912;24964029;24964029;24964330;24964330;24964330;24964562;24964562;24964562;24964768;24964768;24964768;24965052;24965052;24965052;24965295;24965295;24965295	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3540	929	1354	1606	1204	1170	1364	1618	1857	1560	1520	1877	2055
g2098	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	24967428;24967591;24967880;24968152;24968316;24976012	24967529;24967818;24968100;24968262;24968438;24976201	-;-;-;-;-;-	975	3341	2708	2273	2356	1731	1998	1518	1962	1769	1613	1250	1773
g2099	CHR11;CHR11	24979502;24980266	24980137;24980268	-;-	639	6692	3694	3631	4610	4530	4236	3070	3226	2385	4097	3852	5056
g2100	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	24980671;24980671;24981049;24981049;24981402;24981402;24982073;24982073;24982395;24982399	24980994;24980994;24981340;24981340;24981897;24981897;24982307;24982314;24985301;24985280	-;-;-;-;-;-;-;-;-;-	4261	587	604	728	459	543	497	539	767	925	584	901	465
g2101	CHR11;CHR11;CHR11	24986925;24987335;24988123	24987266;24987612;24988189	+;+;+	687	1345	1535	1704	1422	1319	1479	1274	1402	1410	1441	1707	1645
g2102	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	24990176;24990430;24990818;24991096;24991400;24991675;24992396;24993088	24990375;24990762;24990997;24991348;24991615;24992024;24993029;24993528	-;-;-;-;-;-;-;-	2607	1086	1155	1097	1264	1018	999	927	1463	1192	979	1380	1236
g2103	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	24993925;24993925;24994144;24994144;24994354;24994354;24996520;24996520;24997010;24997010;24997265;24997265;24997475;24997475;24997831;24997831;25000050;25000180;25000180;25000499;25000499;25000874;25000874;25001213;25001213;25002970;25002970;25003271;25003271;25003429;25003429	24994086;24994086;24994299;24994299;24994546;24994546;24996957;24996957;24997188;24997188;24997413;24997413;24997778;24997778;24998061;24998061;25000064;25000440;25000440;25000819;25000819;25001155;25001155;25001495;25001495;25003105;25003105;25003377;25003377;25003451;25003451	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3240	1800	2338	2551	2121	1757	1935	1954	2504	2103	1945	2407	2045
g2104	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	25003641;25004219;25005492;25005748;25005958;25006336;25006557	25004025;25004473;25005690;25005900;25006275;25006495;25006682	-;-;-;-;-;-;-	1596	2415	1667	2029	2233	1733	2336	2074	1650	1336	1901	2544	2881
g2105	CHR11;CHR11	25009106;25009262	25009201;25009447	+;+	282	10	9	10	6	11	3	7	3	5	2	9	14
g2106	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	25010003;25010003;25010003;25013337;25013337;25013486;25013486;25013687;25013687;25013687;25013932;25013932;25013932;25014567;25014567;25014567;25015406;25015406;25015406;25016058;25016058;25016058;25016310;25016310;25016310;25016677;25016677;25016677;25016902;25016902;25016902;25017142;25017142;25017142;25017404;25017404;25017404	25010137;25010137;25010137;25013438;25013438;25013584;25013584;25013875;25013875;25013875;25014085;25014085;25014085;25014825;25014825;25014825;25015600;25015600;25015600;25016251;25016251;25016251;25016613;25016613;25016613;25016840;25016840;25016840;25017082;25017082;25017082;25017349;25017349;25017349;25017499;25017499;25017499	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2280	2335	3674	4910	3610	3898	2910	1672	2100	2257	1530	2093	1738
g2107	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	25018820;25018962;25021065;25021490;25021748;25021926;25022266;25022533;25022707	25018903;25019181;25021430;25021691;25021867;25022209;25022459;25022646;25023096	+;+;+;+;+;+;+;+;+	1974	1512	2244	2043	1647	1910	1572	1505	2576	1538	1796	2172	1670
g2108	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	25024031;25024031;25024789;25024789;25025153;25025153;25025475;25025475;25025665;25025665;25026684;25026684;25026939;25026939;25027241;25027241;25027446;25027446;25027615;25027615;25027864;25027864;25028131;25028131;25028364;25028364;25028793;25028793;25029081;25029081;25029451;25030007;25030815	25024735;25024735;25025095;25025095;25025417;25025417;25025607;25025607;25026284;25026284;25026876;25026876;25027185;25027185;25027392;25027392;25027559;25027559;25027805;25027805;25028073;25028073;25028304;25028304;25028737;25028737;25029027;25029027;25029183;25029183;25029551;25030258;25030887	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4449	990	2054	2268	1450	1646	1625	2254	3015	2769	2145	2927	2412
g2109	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	25031201;25031471;25031706;25031942;25032216;25032588	25031410;25031649;25031885;25032155;25032423;25032919	+;+;+;+;+;+	1323	9717	3698	5759	5852	4592	5115	6916	3373	3971	5569	7024	5418
g2110	CHR11;CHR11;CHR11;CHR11	25033070;25033331;25033580;25034359	25033273;25033520;25034265;25034391	-;-;-;-	1113	5781	4183	5724	6303	5302	7271	5094	3861	6494	5003	6453	6287
g2111	CHR11;CHR11	25035689;25036003	25035951;25036327	-;-	588	865	602	768	1003	983	871	432	660	685	753	683	542
g2112	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	25037073;25037427;25038241;25038498;25038892;25040318;25040473	25037332;25037667;25038437;25038837;25038963;25040407;25040613	+;+;+;+;+;+;+	1341	33	9	15	18	26	18	10	12	14	10	17	13
g2113	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	25046214;25053025;25056501;25056746;25057014;25060955;25061108;25062274	25046344;25053128;25056689;25056940;25057190;25061047;25061192;25062334	+;+;+;+;+;+;+;+	1035	2697	1824	1776	1688	1709	1317	1256	1180	1377	1669	1793	1507
g2114	CHR11;CHR11	25062613;25068460	25067659;25069610	-;-	6198	452	490	370	348	482	364	394	429	451	495	449	383
g2115	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	25070409;25070409;25070409;25070409;25070544;25070544;25070544;25070544;25070923;25070923;25070923;25070932;25071057;25071057;25071057;25071063;25071268;25071268;25071268;25071268;25071464;25071464;25071464;25071470	25070457;25070457;25070457;25070457;25070856;25070856;25070856;25070856;25071002;25071002;25071002;25071002;25071215;25071215;25071215;25071215;25071409;25071409;25071409;25071409;25071860;25071860;25071860;25071860	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1140	1267	886	1416	1631	1311	1919	1089	1271	2219	1495	2035	2002
g2116	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	25072639;25072639;25074179;25074179;25074421;25074421;25074611;25074784;25074784;25075602;25075602	25072895;25072895;25074357;25074357;25074728;25074541;25074728;25075527;25075527;25075712;25075712	-;-;-;-;-;-;-;-;-;-;-	1599	3962	2084	9486	9839	7059	14595	6857	5124	6138	7355	8715	10271
g2117	CHR11;CHR11;CHR11;CHR11	25076979;25077147;25077373;25077674	25077086;25077295;25077490;25077730	-;-;-;-	432	591	1003	643	678	548	510	732	826	627	1087	677	931
g2118	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	25083027;25083027;25084453;25084453;25084777;25084777;25085043;25085043;25085257;25085257;25086326;25086326;25094237;25094237;25094412	25083110;25083110;25084608;25084608;25084917;25084917;25085189;25085189;25085442;25085442;25086495;25086495;25094285;25094319;25094452	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1008	13309	6298	10318	13277	9625	14036	10057	5739	7551	9395	13092	12262
g2119	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	25097081;25097333;25097745;25097857;25097973;25098307;25098502;25098978;25099231	25097269;25097685;25097800;25097914;25098242;25098442;25098914;25099168;25099349	+;+;+;+;+;+;+;+;+	1785	563	610	583	602	487	474	482	549	523	533	546	573
g2120	CHR11;CHR11;CHR11;CHR11	25099703;25100246;25100620;25100990	25099948;25100559;25100777;25101111	-;-;-;-	840	2260	1513	1733	1906	1395	1081	1309	1318	1550	1693	1867	1885
g2121	CHR11;CHR11;CHR11;CHR11;CHR11	25101538;25101986;25102142;25102142;25102190	25101624;25102081;25102681;25102681;25102681	+;+;+;+;+	723	23302	16305	18742	20631	19457	19435	13886	19464	20883	20069	19932	20919
g2122	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	25104495;25104690;25104972;25107527;25107817;25108103;25108334	25104543;25104914;25105264;25107757;25108049;25108275;25108563	+;+;+;+;+;+;+	1434	15348	15179	18582	17841	11767	19772	11573	15992	13552	14167	15195	14342
g2123	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	25114042;25114042;25117777;25117813;25132389;25136355	25114413;25114383;25118106;25118102;25132580;25136655	+;+;+;+;+;+	1195	398	903	821	616	702	610	728	1076	878	914	875	668
g2124	CHR11;CHR11	25141325;25141571	25141507;25142089	+;+	702	145	69	95	92	44	93	99	158	98	146	118	67
g2125	CHR11;CHR11;CHR11;CHR11	25142402;25142702;25142903;25143050	25142633;25142800;25142994;25143067	-;-;-;-	441	2962	1327	1558	1738	1476	1606	1199	1339	818	1627	1855	1749
g2126	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	25143726;25144167;25145939;25146122;25146382;25146650;25148622;25148846;25149018;25149947;25150145	25143879;25144317;25146064;25146327;25146592;25146863;25148719;25148958;25149120;25150073;25150201	+;+;+;+;+;+;+;+;+;+;+	1560	811	1193	1111	1223	1194	966	761	913	873	918	1037	1146
g2127	CHR11;CHR11	25150628;25151245	25151179;25151268	-;-	576	346	219	143	133	106	96	339	287	250	228	215	319
g2128	CHR11;CHR11	25151912;25152090	25152025;25153022	+;+	1047	4940	2157	2470	2650	2218	2340	2317	2593	1994	2561	3293	2931
g2129	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	25175532;25175532;25175651;25175651;25176207;25177497	25175590;25175590;25176143;25176143;25176218;25177529	-;-;-;-;-;-	597	5833	13631	19588	22789	16757	25447	13436	20820	20543	22758	21044	33297
g2130	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	25445262;25490412;25490560;25491059;25491319;25491867;25492412;25496490;25496886;25497227;25497956	25445314;25490502;25490903;25491263;25491809;25492253;25493301;25496826;25497166;25497292;25498035	+;+;+;+;+;+;+;+;+;+;+	3225	723	1391	1507	1100	931	1018	1424	1668	1663	1206	1771	1386
g2131	CHR11;CHR11;CHR11	25504396;25505234;25513969	25504493;25505405;25514079	-;-;-	381	16325	17796	14384	16734	16775	14070	8204	12311	10721	12827	11698	9425
g2132	CHR11;CHR11;CHR11;CHR11	25517169;25517384;25517793;25519553	25517313;25517726;25518550;25519575	-;-;-;-	1269	71025	74487	79524	74764	73545	87060	68865	101308	95043	79266	88806	118250
g2133	CHR11	25520387	25521715	-	1329	0	0	0	0	0	0	0	0	0	0	0	0
g2134	CHR11;CHR11	25520387;25522374	25521726;25522482	-;-	1449	3	20	19	15	11	13	33	18	26	38	34	29
g2135	CHR11;CHR11;CHR11;CHR11;CHR11	25526025;25526529;25526756;25527070;25527211	25526469;25526689;25527017;25527154;25527364	-;-;-;-;-	1107	9355	7356	9285	13091	8659	12930	10004	6704	7951	9660	10720	12384
g2136	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	25527699;25527925;25528161;25531298;25531495;25531785;25532338;25532766;25533066;25533330	25527868;25528105;25528451;25531440;25531725;25532281;25532708;25533002;25533269;25533449	+;+;+;+;+;+;+;+;+;+	2445	2269	2190	2030	1881	1788	1994	1909	2739	2298	2361	2291	2234
g2137	CHR11;CHR11;CHR11;CHR11;CHR11;CHR11;CHR11	25533565;25533565;25533696;25533696;25535487;25535487;25535810	25533636;25533636;25533795;25533795;25535730;25535770;25535831	-;-;-;-;-;-;-	478	1665	850	963	983	687	744	1268	1079	559	1854	1868	1007
g2138	CHR11;CHR11;CHR11;CHR11	25537263;25537462;25537853;25538412	25537403;25537794;25538356;25538627	-;-;-;-	1194	22164	15778	15217	17597	11990	16930	16651	16882	7682	19724	24585	20020
